#OTU ID	PMA01	PMA02	PMA03	PMA04	PMA05	PMA06	PMA07	PMA08	PMA09	PMA10	PMA11	PMA12	PMA13	PMA14	PMA15	PMA16	PMA17	PMA18	PMA19	PMA20	PMA21	PMA22	PMA23	PMA24	PMA25	PMA26	PMA27	PMA28	PMA29	PMA30	PMA31	PMA32	PMA33	PMA34	PMA35	PMA36	PMA37	PMA38	PMA39	PMA40	PMA41	PMA42	PMA43	PMA44	PMA45	PMA46	PMA47	PMA48	PMA49	PMA50	PMA51	PMA52	taxonomy
GCF_000173815.1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia_formatexigens;t__Marvinbryantia_formatexigens_DSM_14469
GCF_000173975.1	1	0	3	0	2	0	1	0	9	1	11	1	24	4	8	0	6	3	3	0	20	19	20	0	3	0	8	0	13	8	5	0	6	6	8	0	8	5	2	0	5	3	4	0	4	3	11	0	15	6	4	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_hallii;t__[Eubacterium]_hallii_DSM_3353
GCF_000173915.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__;g__Gemella;s__Gemella_haemolysans;t__Gemella_haemolysans_ATCC_10379
GCF_000186165.1	0	0	0	7	0	0	0	2	0	0	0	2	0	0	0	9	0	0	0	37	0	0	0	4	0	0	0	1	0	0	0	26	0	0	0	0	0	0	0	3	0	0	0	16	0	0	0	11	0	0	0	70	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_mucosa;t__Neisseria_mucosa_C102
GCF_000177015.3	0	3	4	0	3	4	6	0	6	1	1	0	4	1	5	0	1	1	3	0	10	20	36	0	20	4	6	0	2	5	1	0	4	1	1	0	1	10	2	0	5	1	2	0	5	1	1	0	9	13	8	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__Ruminococcaceae_bacterium_D16;t__Ruminococcaceae_bacterium_D16_D16
GCF_000174755.1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0	3	0	0	0	21	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga_gingivalis;t__Capnocytophaga_gingivalis_ATCC_33624
GCF_000174815.1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_endodontalis;t__Porphyromonas_endodontalis_ATCC_35406
GCF_000175375.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium_matruchotii;t__Corynebacterium_matruchotii_ATCC_14266
GCF_000174895.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_FD-1
GCF_000177075.1	2	0	2	0	0	0	0	0	0	2	2	0	20	17	20	1	3	1	2	0	4	1	3	0	2	0	2	3	10	14	3	0	0	0	1	1	1	1	0	1	2	0	2	0	0	1	0	0	2	2	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_buccalis;t__Prevotella_buccalis_ATCC_35310
GCF_000185845.1	2	1	2	0	0	0	0	22	0	0	0	0	0	0	0	4	0	0	0	26	0	0	0	11	0	0	0	98	0	0	0	0	0	0	0	16	0	0	0	63	0	0	0	57	1	0	0	16	0	0	1	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_salivae;t__Prevotella_salivae_DSM_15606
GCF_000183345.1	0	0	3	0	0	1	1	0	1	0	2	0	3	0	4	0	1	0	0	0	0	5	0	0	0	1	21	0	0	0	0	0	2	1	25	0	0	1	2	0	0	0	2	0	1	2	6	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_NRG_857C
GCF_000178255.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sanguinis;t__Turicibacter_sanguinis_PC909
GCF_000177555.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_genomosp._type_1;t__Megasphaera_genomosp._type_1_28L
GCF_000177375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia_extructa;t__Bulleidia_extructa_W1219
GCF_000179055.1	3	0	1	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_bryantii;t__Prevotella_bryantii_B14
GCF_000179715.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_vaginae;t__Atopobium_vaginae_PB189-T1-4
GCF_000179635.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_albus;t__Ruminococcus_albus_7
GCF_000185385.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum_saburreum;t__Lachnoanaerobaculum_saburreum_DSM_3986
GCF_000185145.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_oralis;t__Prevotella_oralis_ATCC_33269
GCF_000184945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_buccae;t__Prevotella_buccae_ATCC_33574
GCF_000183525.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_cellulosolvens;t__[Eubacterium]_cellulosolvens_6
GCF_000185925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus_sp._TRP;t__Paracoccus_sp._TRP_TRP
GCF_000187465.1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	8	0	0	0	7	0	0	0	13	0	0	0	9	0	0	0	4	0	0	0	5	0	1	0	2	0	0	0	5	0	0	0	45	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis;t__Streptococcus_infantis_ATCC_700779
GCF_000186425.1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__Lautropia_mirabilis;t__Lautropia_mirabilis_ATCC_51599
GCF_000188175.1	0	0	0	0	0	0	0	0	18	0	1	0	1	2	2	0	9	12	3	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_succinatutens;t__Phascolarctobacterium_succinatutens_YIT_12067
GCF_000189595.1	0	2	3	0	1	2	2	0	2	0	1	0	2	0	1	0	4	2	7	0	0	3	3	0	31	5	9	0	0	2	0	0	4	7	4	0	0	1	0	0	0	0	1	0	3	0	2	0	3	3	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_symbiosum;t__[Clostridium]_symbiosum_WAL-14163
GCF_001314975.1	13	5	29	0	179	157	194	0	0	1	2	0	54	83	153	0	4	7	5	0	41	64	101	0	106	90	60	0	144	270	66	0	39	177	357	0	27	77	97	0	77	74	85	0	21	25	39	0	49	40	27	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron;t__Bacteroides_thetaiotaomicron_7330
GCF_000300995.1	0	24	0	198	0	1	0	55	0	0	1	243	3	0	3	57	3	0	0	71	0	0	0	110	0	42	0	40	0	0	0	14	0	1	0	99	0	0	0	76	1	0	0	27	1	0	5	44	0	0	0	94	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax_hongdengensis;t__Alcanivorax_hongdengensis_A-11-3
GCF_000204035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas_diminuta;t__Brevundimonas_diminuta_ATCC_11568
GCF_000190575.1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	4	2	0	16	32	9	0	0	1	2	0	3	5	2	0	8	10	18	0	1	0	2	0	6	3	3	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salanitronis;t__Bacteroides_salanitronis_DSM_18170
GCF_000191065.1	5	4	2	1	3	0	0	1	1	0	0	1	0	2	1	1	1	0	0	1	0	0	1	3	0	0	0	6	0	0	1	0	0	3	5	0	0	0	0	4	5	11	6	7	0	0	0	0	1	2	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_multiformis;t__Prevotella_multiformis_DSM_16608
GCF_000190695.1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__Kingella_denitrificans;t__Kingella_denitrificans_ATCC_33394
GCF_000195635.1	13	9	9	0	42	35	49	0	7	3	6	0	19	26	12	0	11	6	5	1	16	27	36	0	14	10	35	1	22	37	19	0	1	10	20	0	2	9	17	0	4	17	14	0	4	13	14	0	17	16	10	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus;t__Bacteroides_fluxus_YIT_12057
GCF_000193395.1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_denticola;t__Prevotella_denticola_F0289
GCF_000192225.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga_sp._oral_taxon_338;t__Capnocytophaga_sp._oral_taxon_338_F0234
GCF_000196295.1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria_lactamica;t__Neisseria_lactamica_020-06
GCF_000195995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica;t__Salmonella_enterica_CT18
GCF_000210575.1	7	4	7	0	12	17	7	0	4	0	0	0	14	24	23	0	15	33	46	0	53	77	197	0	8	14	28	0	51	141	25	0	1	0	3	0	32	51	54	0	63	135	116	0	106	112	129	0	186	226	133	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii;t__Alistipes_shahii_WAL_8301
GCF_000205165.1	31	28	40	0	25	17	20	0	13	3	3	0	1	1	2	0	15	24	14	0	1	7	6	0	5	11	10	0	2	6	2	0	0	2	3	0	5	4	12	0	3	7	12	0	0	0	1	0	4	8	3	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella_xylaniphila;t__Paraprevotella_xylaniphila_YIT_11841
GCF_000205025.1	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	1	2	2	0	5	31	45	0	0	0	1	0	1	0	0	0	10	56	116	0	1	1	1	0	21	21	25	0	3	6	8	0	2	0	1	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis;t__Parasutterella_excrementihominis_YIT_11859
GCF_000210095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_champanellensis;t__Ruminococcus_champanellensis_type_strain:_18P13
GCF_000210055.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	2	0	3	0	0	0	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter_pamelaeae;t__Gordonibacter_pamelaeae_7-10-1-bT
GCF_000209385.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_2_1_46FAA;t__Lachnospiraceae_bacterium_2_1_46FAA_2_1_46FAA
GCF_000208405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas_sputigena;t__Selenomonas_sputigena_ATCC_35185
GCF_000209465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__Lachnospiraceae_bacterium_oral_taxon_500;t__Lachnospiraceae_bacterium_oral_taxon_500_F0167
GCF_000220255.1	1	0	4	1	0	0	0	27	1	0	1	1	0	0	0	19	2	0	2	199	0	0	0	17	0	1	0	205	0	0	0	0	0	0	1	12	0	0	0	160	0	0	0	281	0	0	0	12	0	0	0	4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_pallens;t__Prevotella_pallens_ATCC_700821
GCF_000213295.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	15	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	102	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga_sp._oral_taxon_329;t__Capnocytophaga_sp._oral_taxon_329_F0087
GCF_000210615.1	0	1	0	0	2	0	1	0	1	0	1	0	4	2	2	0	0	1	0	0	0	3	1	0	2	1	0	0	2	0	2	0	0	0	3	0	0	1	0	0	0	1	0	0	1	1	0	0	1	2	2	0	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_cylindroides;t__Faecalitalea_cylindroides_T2-87
GCF_000212375.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_asaccharolytica;t__Porphyromonas_asaccharolytica_DSM_20707
GCF_000212915.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprosuis;t__Bacteroides_coprosuis_DSM_18011
GCF_000220235.1	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	8	0	0	0	6	6	3	3	8	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	1	0	0	0	3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_nigrescens;t__Prevotella_nigrescens_ATCC_33563
GCF_000213975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda_periodontii;t__Centipeda_periodontii_DSM_2778
GCF_000218235.1	1	2	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_multisaccharivorax;t__Prevotella_multisaccharivorax_DSM_17128
GCF_000215745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_aerogenes;t__Klebsiella_aerogenes_KCTC_2190
GCF_000233455.1	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	10	3	0	4	1	5	0	1	1	1	0	3	1	0	0	0	2	0	0	0	0	0	0	2	0	1	0	3	1	2	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium]_citroniae;t__[Clostridium]_citroniae_WAL-17108
GCF_000225345.1	13	8	7	0	7	5	11	0	16	5	5	0	12	17	29	0	3	4	20	0	6	20	27	0	193	16	6	0	11	26	15	0	3	0	10	0	8	98	24	0	1	0	4	0	7	10	12	0	45	45	17	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis;t__Roseburia_hominis_A2-183
GCF_000221605.1	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp._oral_taxon_780;t__Veillonella_sp._oral_taxon_780_F0422
GCF_000220625.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga_canimorsus;t__Capnocytophaga_canimorsus_Cc5
GCF_000224985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_ATCC_27782
GCF_000231275.1	8	10	35	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	4	11	0	0	0	0	0	1	1	1	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	9	6	9	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_indistinctus;t__Alistipes_indistinctus_YIT_12060
GCF_000230275.1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini;t__Acidaminococcus_intestini_RyC-MR95
GCF_000297775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	11	0	1	0	0	0	1	1	0	0	52	73	32	0	0	0	0	0	66	104	138	0	0	0	0	0	2	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis;t__Sutterella_wadsworthensis_2_1_59BFAA
GCF_000240185.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_pneumoniae;t__Klebsiella_pneumoniae_HS11286
GCF_000238795.1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	5	0	0	0	5	0	0	0	2	0	1	0	3	0	0	0	15	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	25	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sputorum;t__Haemophilus_sputorum_CCUG_13788
